objectid,title,designer,artist,publisher,year,description,game_link,catalog_link,catalog_description,call_number,video_link,video_extra,rules_link,supplement_link,game_printables_link,players_min,players_max,players_recommended,recommended_age,playing_time,Playing time Less that 30 min,Playing time from 30 min up to an hour,Playing time From 1 hour up to 2 hours,Playing time 2 hours or more,theme,mechanics,awards,Awards_without_year,award_winner,original_link,old_table_img,game_image_link,filename_old,image_filename,image_small,image_thumb,display_template
games_0011,Battle Sheep,Francesco Rotta,,Blue Orange,2010,"In Battle Sheep (first released as Splits), players start the game by constructing the board from identical four-hex tiles, then each player places his/her tall stack of discs on one of the border hexes. Players take turns removing some number of discs from the top of one of their stacks, moving that new stack of discs as far away as it can go in a straight line. Players must leave at least one disc behind when moving, so the board gradually fills up and movement opportunities become more and more scarce. The player occupying the most spaces at the end of the game wins!",https://boardgamegeek.com/boardgame/54137/battle-sheep,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996291712001851,"Battle Sheep: flock to greener pastures by Francesco Rotta, Blue Orange Games Co. Call Number: Board Games Shelf GAME BATTLE SHEEP Publication Date: 2014 Opposing sheep herds go head to fluffy head in this quick moving strategy game. The goal is to have your herd occupy the most pastures.",Board Games Shelf GAME BATTLE SHEEP,https://youtu.be/dvAkhNq92uA,,http://www.blueorangegames.eu/wp-content/uploads/2017/05/BATTLE-SHEEP_rules_ML.pdf,,,2,4,4,7,15 min,TRUE,FALSE,FALSE,FALSE,Sheep Flocks,Strategy; Grid Movement; Abstract Strategy,2015 Mensa Recommended; 2015 Årets Spill Best Family Game Nominee; 2015 Årets Spil Best Family Game Winner; 2015 Årets Spil Best Family Game Nominee; 2014/Spring Parents' Choice Recommended; 2014 Vuoden Peli Family Game of the Year Winner; 2014 Vuoden Peli Family Game of the Year Nominee; 2014 Spiel des Jahres Recommended; 2014 Spiel der Spiele Hit für Familien Recommended; 2014 Lys Enfant Finalist,Lys; Mensa; Parents' Choice; Spiel der Spiele; Spiel des Jahres; Vuoden Peli; Årets Spill; Årets Spill,true,https://libguides.uidaho.edu/c.php?g=894824&p=7155465,,https://libapps.s3.amazonaws.com/accounts/182919/images/Battle_Sheep.jpg,Battle_Sheep.jpg,games_0011.jpg,https://objects.lib.uidaho.edu/games/small/games_0011_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0011_th.jpg,game
games_0012,Battleship,Clifford Von Wickler,,Hasbro,1931,"Save the future world and bring on the fight in Battleship. Whether you are the commander of the red or gray fleet, you need to play the game and destroy your opponents fleet before they destroy yours. You have a fleet of battleship, an attack plane, a fighter, a tank and a spy plane all ready for battle. But beware the opponent player gets the same as well, so take some time and plan it out strategically.",https://boardgamegeek.com/boardgame/2425/battleship,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996214411301851,"Battleship : the naval combat game. by Hasbro, Inc. Call Number: Board Game Shelf GAME BATTLESHIP: THE NAVAL COMBAT GAME Publication Date: 2017 The classic naval combat game, in which players try to sink all enemy ships by calling out suspected hiding areas and keeping track of hits and misses.",Board Game Shelf GAME BATTLESHIP: THE NAVAL COMBAT GAME,https://youtu.be/q0qpQ8doUp8,,https://www.hasbro.com/common/instruct/Battleship.PDF,,,2,2,2,8,30 min,FALSE,TRUE,FALSE,FALSE,War,Strategy; Aim; Guessing,2003 Japan Boardgame Prize Best Japanese Game Nominee,Japan Boardgame Prize,true,https://libguides.uidaho.edu/c.php?g=894824&p=6468455,,https://libapps.s3.amazonaws.com/accounts/182919/images/Battleship.PNG,Battleship.PNG,games_0012.jpg,https://objects.lib.uidaho.edu/games/small/games_0012_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0012_th.jpg,game
games_0013,Betrayal at House on the Hill,Bruce Glassco; Rob Daviau; Bill McQuillan; Mike Selinker; Teeuwynn Woodruff,,Wizards of the Coast,2004,Betrayal at House on the Hill This fun and suspenseful game is a new experience almost every time you play – you and your friends explore “that creepy old place on the hill” until enough mystic misadventures happen that one of the players turns on all of the others! Hours of fun for all your friends and family.,https://boardgamegeek.com/boardgame/10547/betrayal-house-hill,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996228613601851,"Betrayal at House on the Hill : a strategy game by Bruce Glassco, Wizards of the Coast, Inc. Call Number: Board Games Shelf (First Floor) GAME BETRAYAL AT THE HOUSE ON THE HILL Publication Date: 2010 Your fear will grow with each tile you place as you investigate a house filled with dreadful monsters and deadly secrets. As you brave your way through each unique room, you and the other explorers must rely on each other to survive the horrors that await. But beware: The house will turn one of you against the rest. It will take all of your strengths and skills to defeat the traitor and escape the Betrayal at House on the Hill.",Board Games Shelf (First Floor) GAME BETRAYAL AT THE HOUSE ON THE HILL,https://youtu.be/7xrHigE22Ao,,http://upload.snakesandlattes.com/rules/b/BetrayalattheHouseontheHill.pdf,,,3,6,5; 6,12,60 min,FALSE,FALSE,TRUE,FALSE,Adventure; Exploration; Horror,Dice Rolling; Map Addition; Player Elimination; Role Playing; Storytelling; Traitor; Variable Player Powers,2005 Japan Boardgame Prize Best Advanced Game Nominee; 2004 Origins Awards Gamers’ Choice Award Winner,Japan Boardgame Prize; Origins Awards,true,https://libguides.uidaho.edu/c.php?g=894824&p=6435097,https://s3.amazonaws.com/libapps/accounts/39522/images/betrayal_chart.PNG,https://cf.geekdo-images.com/Les6nIiycIhjCX7kbUosXATygEc=/fit-in/246x300/pic828598.jpg,pic828598.jpg,games_0013.jpg,https://objects.lib.uidaho.edu/games/small/games_0013_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0013_th.jpg,game
games_0014,Big Boggle,Allan Turoff,,Hasbro,1979,"In Big Boggle, shake up the 25 letter cubes and try to spot as many hidden words as you can. Race against the 3-minute sand timer as you follow adjoining letters, every which way, searching for words that you hope your opponents won't find.",https://boardgamegeek.com/boardgame/10550/big-boggle,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996291712901851,"Big boggle : the world-famous 3-minute word game by Hasbro, Inc.; Winning Moves Games Call Number: Board Games Shelf (First Floor) GAME BIG BOGGLE Publication Date: 2013 Shake up the 25 letter cubes and try to spot as many hidden words as you can. Race against the 3-minute sand timer as you follow adjoining letters, every which way, searching for words that you hope your opponents won't find.",Board Games Shelf (First Floor) GAME BIG BOGGLE,https://youtu.be/fJBps8hYjOs,,https://winning-moves.com/images/Big_Boggle_Rules2014.pdf,,,2,8,4,8,15-30 min,TRUE,TRUE,FALSE,FALSE,Word Game,Memory; Pattern Recognition; Vocabulary; Spelling; Anagrams,,,false,https://libguides.uidaho.edu/c.php?g=894824&p=7155845,,https://libapps.s3.amazonaws.com/accounts/182919/images/Big_Boggle.jpg,Big_Boggle.jpg,games_0014.jpg,https://objects.lib.uidaho.edu/games/small/games_0014_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0014_th.jpg,game
games_0015,Blokus,Bernard Tavitian,,Educational Insights,2000,"Blokus Blokus (officially pronounced ""Block us"") is an abstract strategy game with transparent, Tetris-shaped, colored pieces that players are trying to play onto the board. The only caveat to placing a piece is that it may not lie adjacent to your other pieces, but instead must be placed touching at least one corner of your pieces already on the board. There is a solitaire variation where one player tries to get rid of all the pieces in a single sitting.",https://boardgamegeek.com/boardgame/2453/blokus,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996466187801851,Blokus Classics Game a strategy game for the whole family. by Bernard Tavitian Call Number: Board Games Shelf (First Floor) GAME BLOKUS Publication Date: 2003 Each player tries to fit as many of his/her 21 game pieces on the board as possible.,Board Games Shelf (First Floor) GAME BLOKUS,https://youtu.be/Yw8pK6Ak5oE,,https://service.mattel.com/instruction_sheets/BJV44-Eng.pdf,,,2,4,4,7,20 min,TRUE,FALSE,FALSE,FALSE,Territory Building,Enclosure; Grid Coverage; Hand Management; Tile Placement,2008 Gra Roku Game of the Year Nominee; 2005 Årets Spill Best Family Game Nominee; 2004 Årets Spel Best Family Game Winner; 2003 Vuoden Peli Family Game of the Year Winner; 2003 Mensa Select Winner; 2003 Australian Games Association Game of the Year; 2002 Spiel des Jahres Recommended; 2002 Japan Boardgame Prize Best Japanese Game Winner; 2002 Japan Boardgame Prize Best Japanese Game Nominee,Australian Games Association; Gra Roku; Japan Boardgame Prize; Mensa; Spiel des Jahres; Vuoden Peli; Årets Spill; Årets Spill,true,https://libguides.uidaho.edu/c.php?g=894824&p=8863973,,https://libapps.s3.amazonaws.com/accounts/182919/images/Blokus.jpg,Blokus.jpg,games_0015.jpg,https://objects.lib.uidaho.edu/games/small/games_0015_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0015_th.jpg,game
games_0016,Candy Land,Eleanor Abbott,,Hasbro,1949,"Candy Land Players race down a rainbow-colored track to be the first to find the lost King Kandy at Candy Castle, but watch out for obstacles like the sticky Molasses Swamp! Start by placing your plastic Gingerbread Man (or other character marker) at the beginning of the track. Each turn, players draw a simple card and move by matching the color on the card to the next color on the track. Some cards show a named location on the board; players who draw these cards move forward or backward on the track to the named location. The game ends when the first player arrives at Candy Castle by reaching or moving beyond the last square on the track.",https://boardgamegeek.com/boardgame/5048/candy-land,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996466288101851,Candy Land by Hasbro Call Number: Board Games Shelf (First Floor) GAME CANDYLAND Publication Date: 1998,Board Games Shelf (First Floor) GAME CANDYLAND,https://youtu.be/Z4ZKPU-_6G0,,https://images-na.ssl-images-amazon.com/images/I/B1GBCuPBlnS.pdf,,,2,4,4,3,30 min,FALSE,TRUE,FALSE,FALSE,Children's Game; Candy Castle,Draw to Move,,,false,https://libguides.uidaho.edu/c.php?g=894824&p=8863980,,https://libapps.s3.amazonaws.com/accounts/182919/images/Candy_Land.jpg,Candy_Land.jpg,games_0016.jpg,https://objects.lib.uidaho.edu/games/small/games_0016_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0016_th.jpg,game
games_0017,Catan,Klaus Teuber,,"Catan Studio, Inc.",1995,"Players are recent immigrants to the newly populated island of Catan. Expand your colony through the building of settlements, roads, and villages by harvesting commodities from the land around you. The first player to achieve 10 points from a combination of roads, settlements, and special cards wins.",https://boardgamegeek.com/boardgame/38821/settlers-catan-gallery-edition,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996214409801851,"Catan : trade, build, settle. by Klaus Teuber; Catan Studio, Inc Call Number: Board Game Shelf GAME CATAN Publication Date: 2015 ""Your adventurous settlers seek to tame the remote but rich isle of Catan. Start by revealing Catan's many harbors and regions: pastures, fields, mountains, hills, forests, and desert. The random mix creates a different board virtually every game. No two games are the same! Embark on a quest to settle the isle of Catan""--Container.",Board Game Shelf GAME CATAN,https://youtu.be/zhb0Bq7VkWY,,https://libguides.uidaho.edu/ld.php?content_id=45710279,,,3,4,4,10,60-120 min,FALSE,FALSE,TRUE,FALSE,Economic; Negotiation,Dice Rolling; Income; Modular Board; Negotiation; Random Production; Trading,2012 JoTa Best Game Released in Brazil Nominee; 2012 JoTa Best Game Released in Brazil Critic Award; 2011 Ludo Award Best Board Game Editor's Choice Winner; 2011 Jocul Anului în România Best Game in Romanian Winner; 2011 Jocul Anului în România Best Game in Romanian Finalist; 2005 Gra Roku Game of the Year Winner; 2004 Hra roku Winner; 2004 Hra roku Nominee; 2002 Japan Boardgame Prize Best Japanese Game Nominee; 2001 Origins Awards Hall of Fame Inductee; 1996 Origins Awards Best Fantasy or Science Fiction Board Game Winner; 1995 Spiel des Jahres Winner; 1995 Meeples' Choice Award; 1995 Essener Feder Best Written Rules Winner; 1995 Deutscher Spiele Preis Best Family/Adult Game Winner,Deutscher; Essener Feder; Gra Roku; Hra roku; Japan Boardgame Prize; JoTa Best; JoTa Best; Jocul Anului; Ludo Award; Meeples' Choice; Origins Awards; Origins Awards; Spiel des Jahres,true,https://libguides.uidaho.edu/c.php?g=894824&p=6435102,https://s3.amazonaws.com/libapps/accounts/39522/images/settlers_chart.PNG,https://cf.geekdo-images.com/SXJKpKzkIJV9_JPrMmS3N8gV1s0=/fit-in/246x300/pic1248578.jpg,pic1248578.jpg,games_0017.jpg,https://objects.lib.uidaho.edu/games/small/games_0017_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0017_th.jpg,game
games_0018,Catan 5-6 Player Extension,Klaus Teuber,,"Catan Studio, Inc.",1996,Catan 5-6 player Extension Allows you to add up to two more opponents to The Settlers of Catan. The only change in the rules is that there is a building round at the end of each turn in which any player can build. THIS IS NOT A STAND ALONE GAME.,https://boardgamegeek.com/boardgame/2807/catan-5-6-player-extension,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996466288601851,"Catan : 5-6 player extension by Klaus Teuber, Michael Menzel Call Number: Board Games Shelf (First Floor) GAME CATAN EXTENSION Publication Date: 2020 In The settlers of Catan you control a group of settlers trying to tame the wilds on the remote but rich island of Catan. Start by revealing the island's many port sites and regions: plains, meadows, mountains, hills, forests and desert. The random mix creates a different board for virtually every game. THIS IS NOT A STAND ALONE GAME.",Board Games Shelf (First Floor) GAME CATAN EXTENSION,https://youtu.be/IHETxD99c4Q,,https://www.fgbradleys.com/rules/SettlersOfCatan_5-6Player.pdf,,,4,6,5,10,120 min,FALSE,FALSE,TRUE,TRUE,Civilization,Dice Rolling; Hand Management; Modular Board; Connections; Trading,,,false,https://libguides.uidaho.edu/c.php?g=894824&p=8864071,,https://libapps.s3.amazonaws.com/accounts/182919/images/Catan_Extension.jpg,Catan_Extension.jpg,games_0018.jpg,https://objects.lib.uidaho.edu/games/small/games_0018_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0018_th.jpg,game
games_0019,Carcassonne,Klaus-Jürgen Wrede,,Z-Man Games,2000,"Carcassonne is a clever tile-laying game. The southern French city of Carcassonne is famous for its unique Roman and Medieval fortifications. The players develop the area around Carcassonne and deploy their followers on the roads, in the cities, in the cloisters, and in the fields. The skill of the players to develop the area will determine who is victorious.",https://boardgamegeek.com/boardgame/822/carcassonne,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996228613701851,"Carcassonne by Klaus-Jürgen Wrede, Z-Man Games Inc. Call Number: Board Games Shelf (First Floor) GAME CARCASSONNE Publication Date: 2016 Players place land tiles to develop roads, cities, fields, and cloisters, and deploy their followers as thieves, farmers, knights and monks to score points as they develop the land around the medieval city of Carcassonne.",Board Games Shelf (First Floor) GAME CARCASSONNE,https://youtu.be/kakQvPIKyPY,,https://images-cdn.zmangames.com/us-east-1/filer_public/d5/20/d5208d61-8583-478b-a06d-b49fc9cd7aaa/zm7810_carcassonne_rules.pdf,https://images-cdn.zmangames.com/us-east-1/filer_public/14/af/14af825c-9879-42b8-851d-35ce41df7767/carcassonne-supplement.pdf,,2,5,2,7,30-45 min,FALSE,TRUE,FALSE,FALSE,City Building; Medieval; Territory Building,Area Majority; Map Addition; Tile Placement,2012 Ludo Award Best Board Game Editor's Choice Winner; 2011 Jocul Anului în România Best Game in Romanian Finalist; 2004 Vuoden Peli Family Game of the Year Winner; 2004 Vuoden Peli Family Game of the Year Nominee; 2004 Hra roku Nominee; 2002 Årets Spel Best Family Game Winner; 2001 Spiel des Jahres Winner; 2001 Spiel des Jahres Nominee; 2001 Spiel der Spiele Hit mit Freunden Recommended; 2001 Nederlandse Spellenprijs Nominee; 2001 International Gamers Awards - General Strategy; Multi-player Nominee; 2001 Deutscher Spiele Preis Best Family/Adult Game Winner; 2000 Meeples' Choice Award,Deutscher; Hra roku; International Gamers Award; Jocul Anului; Ludo Award; Meeples' Choice; Nederlandse Spellenprijs; Spiel der Spiele; Spiel des Jahres; Vuoden Peli; Årets Spill,true,https://libguides.uidaho.edu/c.php?g=894824&p=6435099,https://s3.amazonaws.com/libapps/accounts/39522/images/carcassonne_chart.PNG,https://cf.geekdo-images.com/IH6ugGHtABoMshU9IpZjruk_cds=/fit-in/246x300/pic2337577.jpg,pic2337577.jpg,games_0019.jpg,https://objects.lib.uidaho.edu/games/small/games_0019_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0019_th.jpg,game
games_0020,Checkers,,,,Ancient,Checkers is a simple game dating back to Medieval times where players aim to eliminate their opponent's pieces from the game.,https://www.ultraboardgames.com/checkers/game-rules.php,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996228613001851,Chess/checkers/backgammon : a collection of three favorite game classics by Pressman Toy Corporation Call Number: Board Games Shelf (First Floor) GAME CHESS CHECKERS BACKGAMMON Publication Date: 2017,Board Games Shelf (First Floor) GAME CHESS CHECKERS BACKGAMMON,https://youtu.be/GnHQJ-PSBB0,,https://www.fgbradleys.com/rules/Checkers.pdf,,,2,2,2,6,30 min,FALSE,TRUE,FALSE,FALSE,Strategy; Classic Game,Strategy; Tactics,,,false,https://libguides.uidaho.edu/c.php?g=894824&p=6468472,,https://libapps.s3.amazonaws.com/accounts/182919/images/Checkers_Backgammon_Chess.PNG,Checkers_Backgammon_Chess.PNG,games_0020.jpg,https://objects.lib.uidaho.edu/games/small/games_0020_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0020_th.jpg,game
games_0021,Chess,,,,Ancient,"Chess is the King of all classic board games; it requires concentration, patience and strategy.",http://www.uschess.org/index.php/Learn-About-Chess/Learn-to-Play-Chess.html,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996228613001851,Chess/checkers/backgammon : a collection of three favorite game classics by Pressman Toy Corporation Call Number: Board Games Shelf (First Floor) GAME CHESS CHECKERS BACKGAMMON Publication Date: 2017,Board Games Shelf (First Floor) GAME CHESS CHECKERS BACKGAMMON,https://youtu.be/fKxG8KjH1Qg,,https://cdn.shptrn.com/media/mfg/1725/media_document/8976/Imp_ChessR.pdf?1401227342,,,1,2,2,6,10 min - 6 hours,TRUE,TRUE,TRUE,TRUE,Strategy; Classic Game,Strategy; Tactics,,,false,https://libguides.uidaho.edu/c.php?g=894824&p=6468474,,https://libapps.s3.amazonaws.com/accounts/182919/images/Checkers_Backgammon_Chess.PNG,Checkers_Backgammon_Chess.PNG,games_0021.jpg,https://objects.lib.uidaho.edu/games/small/games_0021_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0021_th.jpg,game
games_0022,Clank! A Deck-Building Adventure,Paul Dennen,,Direwolf Digital,2016,"Burgle your way to adventure in the deck-building board game Clank! Sneak into an angry dragon's mountain lair to steal precious artifacts. Delve deeper to find more valuable loot. Acquire cards for your deck and watch your thievish abilities grow. Be quick and be quiet. One false step and CLANK! Each careless sound draws the attention of the dragon, and each artifact stolen increases its rage. You can enjoy your plunder only if you make it out of the depths alive!",https://boardgamegeek.com/boardgame/201808/clank-deck-building-adventure,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996528741701851,"Clank! : a deck-building game by Paul Dennen Call Number: GAME CLANK! Publication Date: 2016 Burgle your way to adventure in Clank!, the new deck-building board game. Sneak into an angry dragon's mountain lair to steal precious artifacts. Delve deeper to find more valuable loot. Acquire cards for your deck and watch your thievish abilities grow. Be quick and be quiet. One false-step and -- CLANK! Each careless sound draws the attention of the dragon, and each artifact stolen increases its rage. You can only enjoy your plunder if you make it out of the depths alive!",Board Games Shelf (First Floor) GAME CLANK!,https://youtu.be/EZQyr5JkbBY,,http://tesera.ru/images/items/879640/Clank_Rulebook_5-31-16c.pdf,,,2,4,3,12,30-60 min,FALSE,TRUE,TRUE,FALSE,Adventure; Fantasy,Open Drafting; Player Elimination; Action Points; End Game Bonuses; Movement Points; Push Your Luck,2019 Juego del Año Recommended; 2019 Gra Roku Game of the Year Winner; 2019 Gra Roku Family Game of the Year Winner; 2019 Gra Roku Family Game of the Year Nominee; 2018 Tric Trac Nominee; 2018 Tric Trac d'Or; 2018 Kennerspiel des Jahres Recommended; 2017 Mensa Select Winner; 2017 JUG Adult Game of the Year Finalist; 2016 Meeples' Choice Nominee; 2016 Golden Geek Most Innovative Board Game Nominee; 2016 Golden Geek Board Game of the Year Nominee; 2016 Golden Geek Best Thematic Board Game Nominee; 2016 Golden Geek Best Family Board Game Nominee; 2016 Golden Geek Best Card Game Nominee; 2016 Board Game Quest Awards Game of the Year Nominee,Board Game Quest Awards; Golden Geek; Golden Geek; Golden Geek; Golden Geek; Golden Geek; Gra Roku; Gra Roku; JUG; Juego del Año; Spiel des Jahres; Meeples' Choice; Mensa; Tric Trac; Tric Trac,true,https://libguides.uidaho.edu/c.php?g=894824&p=6435104,https://libapps.s3.amazonaws.com/accounts/39522/images/Clank_snip.PNG,https://libapps.s3.amazonaws.com/accounts/39522/images/clank_box.jpg,clank_box.jpg,games_0022.jpg,https://objects.lib.uidaho.edu/games/small/games_0022_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0022_th.jpg,game
